propertytype;listingtype;averagedailyrate;occupancyrateltm;numberofbookingsltm;numberofreviews;bedrooms;bathrooms;maxguests;cancellationpolicy;securitydeposit;cleaningfee;extrapeoplefee;publishednightlyrate;publishedmonthlyrate;publishedweeklyrate;minimumstay;numberofphotos;city_num;rating
House;Private room;112;1;70;111;1;2;2;Strict;100;35;;109;3052;763;3;24;75;4
House;Entire home/apt;378;1;3;1;4;3;8;Strict;1000;400;;500;14000;3500;1;34;38;2
Apartment;Entire home/apt;500;1;1;0;1;1;2;Flexible;;;;500;14000;3500;1;4;75;
"Bed &amp; Breakfast";Private room;;;0;0;1;1;2;Flexible;;15;;85;2380;595;1;4;12;
House;Entire home/apt;;;0;0;3;2;6;Moderate;500;145;;250;7000;1750;2;31;;
House;Private room;105;1;2;7;1;1;1;Flexible;;;;105;3116;735;3;;75;1
Apartment;Private room;127;0;10;5;1;2;1;Moderate;;50;;120;3360;840;3;10;75;3
Apartment;Entire home/apt;161;1;16;22;1;1;6;Strict;500;100;40;152;2800;1000;3;36;8;4
House;Entire home/apt;;;0;0;3;3;8;Flexible;;120;;550;3850;15400;3;14;45;
House;Private room;144;1;12;12;1;2;1;Moderate;;50;;100;2800;700;9;19;75;4
Apartment;Entire home/apt;163;0;3;4;0;1;2;Flexible;;25;25;150;3816;900;3;12;75;4
Apartment;Entire home/apt;1015;0;2;0;3;2;6;Flexible;;130;;800;22400;5600;4;9;75;
Apartment;Entire home/apt;65;0;1;0;1;1;2;Flexible;;;;85;2380;595;1;13;8;
House;Private room;;;0;0;1;1;3;Flexible;;;;120;3360;840;1;10;33;
Apartment;Entire home/apt;;;0;11;2;1;4;Moderate;;;;175;5194;0;2;0;75;2
Apartment;Private room;135;0;1;0;1;1;2;Flexible;;;;140;3920;980;1;18;75;
Townhouse;Entire home/apt;;;0;0;3;1;10;Flexible;;;;800;22400;5600;1;7;75;
Condominium;Entire home/apt;242;0;11;8;1;1;4;Strict;500;100;40;185;3680;1349;3;20;75;4
House;Entire home/apt;;;0;1;1;1;4;Flexible;200;100;;175;5194;1100;1;0;69;
Apartment;Entire home/apt;92;1;4;0;1;1;3;Strict;100;45;60;79;2212;649;6;6;75;
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;22;616;154;21;5;8;
House;Entire home/apt;282;1;8;4;2;2;4;Strict;;;;275;7700;1925;2;19;75;4
House;Entire home/apt;209;1;45;7;2;2;6;Moderate;300;160;35;155;1085;4340;2;12;45;4
Apartment;Entire home/apt;59;0;1;0;2;1;4;Moderate;;;;300;1300;2100;21;8;75;
Condominium;Private room;;;0;0;1;1;1;Strict;300;50;;63;1764;441;5;5;27;
Apartment;Private room;;;0;5;1;1;1;Strict;;;;70;1822;480;5;;75;3
Apartment;Shared room;49;1;7;7;1;2;1;Flexible;;10;;49;1095;299;1;6;75;3
House;Private room;;;0;0;1;1;2;Flexible;;;;200;5600;1400;1;2;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;230;6440;1610;3;12;75;
House;Entire home/apt;;;0;0;1;1;4;Flexible;;;;999;27972;6993;1;1;19;
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;;;;600;16800;4200;1;5;75;
House;Entire home/apt;159;1;31;21;2;2;4;Flexible;100;75;;141;2900;750;2;11;8;3
Apartment;Entire home/apt;;;0;4;1;1;6;Strict;100;50;;175;4240;1200;1;16;75;4
House;Private room;;;0;1;1;1;2;Moderate;;;;60;1807;400;7;5;75;
Apartment;Private room;;;0;0;1;1;1;Moderate;300;100;;85;2525;500;5;0;75;
Apartment;Entire home/apt;;;0;13;1;1;3;Strict;500;75;;259;5830;1740;21;0;75;3
Apartment;Private room;;;0;0;1;1;2;Strict;;55;;89;2492;623;2;7;75;
Apartment;Entire home/apt;;;0;0;1;1;4;Strict;;50;;135;3780;875;1;12;75;
House;Private room;119;1;1;7;1;1;2;Strict;500;25;;119;1959;599;3;12;68;3
Apartment;Entire home/apt;330;1;13;6;1;1;2;Strict;500;100;;230;6440;1610;2;22;75;4
Apartment;Entire home/apt;333;0;4;1;2;1;6;Strict;100;100;;300;8400;2100;1;8;75;4
House;Entire home/apt;540;1;1;1;3;2;5;Strict;;;;540;15120;3000;3;27;75;4
House;Private room;105;0;9;20;1;1;3;Flexible;;15;15;100;3000;700;1;6;19;2
House;Private room;;;0;3;1;1;2;Strict;;;;80;1931;500;1;;44;4
House;Entire home/apt;196;1;17;18;2;1;6;Moderate;95;75;;176;4928;1232;1;46;75;3
Apartment;Entire home/apt;175;1;2;5;2;2;5;Moderate;100;30;;175;4900;1225;3;20;53;4
Apartment;Private room;;;0;0;1;1;1;Moderate;;15;;60;1680;420;1;8;53;
Apartment;Entire home/apt;193;1;53;45;1;1;4;Strict;100;95;25;149;4172;1043;2;24;75;2
Apartment;Entire home/apt;;;0;0;1;1;2;Moderate;150;60;;210;6233;1100;1;0;75;
Apartment;Entire home/apt;102;0;3;5;1;1;2;Strict;;50;;85;2380;595;2;44;64;3
House;Private room;59;1;7;2;1;1;2;Strict;300;50;20;50;1599;480;1;8;58;2
Apartment;Entire home/apt;197;0;22;19;1;1;3;Strict;;49;;210;5880;1330;2;13;75;4
Apartment;Private room;85;1;1;1;1;1;2;Moderate;;;;85;2380;595;1;5;75;4
Condominium;Entire home/apt;147;1;4;5;1;1;3;Strict;250;100;;140;3920;980;2;23;24;4
House;Private room;108;1;13;7;1;1;2;Moderate;;50;;70;1990;750;21;9;19;3
Apartment;Private room;;;0;1;1;1;2;Strict;1000;150;;150;4200;1050;2;13;75;4
Apartment;Entire home/apt;193;1;41;56;1;1;4;Moderate;500;54;;200;5600;1400;2;21;75;4
Apartment;Entire home/apt;;;0;0;2;2;4;Flexible;;;;900;25200;6300;1;3;75;
House;Entire home/apt;100;1;11;13;0;1;4;Moderate;250;35;25;99;2772;693;2;40;25;4
House;Shared room;84;1;10;8;1;3;8;Moderate;200;50;65;70;1300;450;3;18;75;2
House;Private room;;;0;54;1;1;1;Flexible;;;;68;1931;475;1;0;73;4
House;Private room;;;0;0;1;1;2;Flexible;;45;;75;2100;525;1;11;33;
House;Entire home/apt;;;0;0;2;2;4;Strict;500;150;;140;3920;980;14;18;53;
Apartment;Entire home/apt;143;1;2;0;2;1;2;Moderate;;40;;140;3000;825;2;4;75;
Apartment;Entire home/apt;149;1;27;24;1;1;2;Strict;;;;175;4900;1225;2;7;75;4
Apartment;Shared room;54;1;8;3;1;1;2;Flexible;;20;;50;1516;350;4;4;75;4
House;Entire home/apt;133;1;3;2;2;2;4;Strict;;30;;125;3500;700;2;24;53;4
Apartment;Entire home/apt;133;1;20;47;1;1;3;Strict;500;100;;95;2660;665;2;15;8;4
House;Entire home/apt;146;1;2;0;1;1;4;Moderate;500;110;20;135;3780;945;2;19;25;
Apartment;Private room;400;0;4;0;1;1;2;Flexible;200;;50;400;11200;1800;1;7;75;
Apartment;Entire home/apt;228;0;9;6;1;1;1;Flexible;;;;250;7000;1750;3;31;75;4
House;Entire home/apt;243;0;1;13;2;1;4;Strict;200;100;25;210;6233;1470;2;;75;3
House;Private room;115;1;1;0;1;1;2;Moderate;250;10;;110;3080;770;2;4;32;
Apartment;Entire home/apt;;;0;1;2;2;3;Strict;100;10;;121;3388;847;7;5;;
House;Entire home/apt;;;0;1;3;2;4;Moderate;300;75;15;175;975;3500;2;8;8;4
House;Entire home/apt;134;1;34;27;1;1;2;Moderate;200;45;;139;3892;973;2;13;57;4
Other;Private room;;;0;0;1;1;3;Flexible;;;;1200;33600;6000;1;8;68;
House;Private room;81;1;10;8;1;2;2;Moderate;;;;80;2240;560;1;7;75;2
Apartment;Private room;;;0;0;1;2;2;Flexible;;;;90;2520;630;1;1;8;
Apartment;Private room;128;1;2;0;1;1;2;Flexible;250;45;;120;2341;700;1;6;75;
Apartment;Shared room;84;0;39;45;1;1;3;Strict;100;30;10;75;1950;500;2;15;75;3
Apartment;Entire home/apt;;;0;0;4;2;8;Strict;400;163;;250;7000;1750;1;14;75;
Apartment;Entire home/apt;;;0;4;1;1;4;Moderate;;25;10;100;2968;0;2;0;8;3
Apartment;Private room;;;0;;1;1;2;Flexible;;;;137;3768;924;1;;73;
House;Private room;57;0;3;2;1;1;2;Flexible;100;100;25;50;980;245;7;24;53;3
House;Private room;;;0;0;1;1;1;Strict;;150;;41;965;285;3;6;33;
Apartment;Entire home/apt;201;0;16;24;1;1;4;Flexible;500;45;30;190;5320;1330;2;10;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;50;;165;4620;1155;3;11;75;
Apartment;Private room;119;1;20;73;1;2;1;Strict;200;90;;110;2700;690;2;31;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;980;27440;6860;1;4;75;
Apartment;Entire home/apt;126;0;7;0;0;1;3;Strict;;;;125;3500;875;2;3;75;
House;Entire home/apt;216;1;19;12;3;3;6;Strict;250;180;;190;5300;1400;3;16;58;4
House;Entire home/apt;109;1;4;8;1;1;2;Strict;500;60;10;110;1975;650;7;15;1;4
Apartment;Private room;65;1;9;8;1;1;2;Moderate;;;15;65;1650;420;2;11;8;4
Apartment;Entire home/apt;97;0;1;0;1;0;2;Flexible;;25;;89;2492;623;1;5;75;
House;Entire home/apt;;;0;0;5;3;10;Flexible;;;;750;21000;5000;1;17;79;
House;Entire home/apt;;;0;3;3;3;5;Strict;500;100;;375;11130;3400;0;0;75;3
"Bed &amp; Breakfast";Private room;128;1;62;100;1;1;2;Moderate;;;15;125;3500;875;2;17;75;4
Apartment;Private room;74;0;2;0;1;0;2;Moderate;;;;70;1960;490;1;1;75;
House;Entire home/apt;867;0;1;0;4;2;16;Strict;300;200;;600;16800;4200;2;50;75;
Condominium;Entire home/apt;500;0;15;0;3;2;6;Strict;;;;500;14000;3500;2;24;75;
House;Private room;33;1;11;7;1;1;1;Moderate;100;10;;35;900;210;1;4;30;1
Apartment;Private room;;;0;1;1;1;4;Flexible;;;;32;896;224;1;3;63;
House;Private room;100;1;3;10;1;1;1;Moderate;;25;;99;1096;350;3;12;58;4
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;200;;;99;2772;693;5;33;53;
Apartment;Entire home/apt;295;1;4;2;1;1;2;Strict;;99;;207;5796;1449;1;8;75;4
Apartment;Entire home/apt;;;0;0;2;1;5;Flexible;;;;1000;28000;7000;2;8;75;
House;Entire home/apt;203;1;2;1;4;2;6;Moderate;200;80;;195;5788;1365;3;8;75;
Apartment;Entire home/apt;128;0;10;3;0;1;2;Strict;100;50;;99;2772;693;2;9;8;3
House;Private room;;;0;0;1;1;2;Flexible;;50;;50;1400;350;1;8;80;
House;Entire home/apt;;;0;;3;2;4;Flexible;;60;;95;2820;665;1;;30;
Apartment;Private room;107;0;1;0;1;1;2;Moderate;500;60;12;88;2464;616;1;7;75;
Apartment;Entire home/apt;231;0;7;20;2;1;4;Moderate;250;65;;210;5880;1450;1;18;45;4
Apartment;Entire home/apt;222;0;5;5;1;1;3;Moderate;;;;230;6440;1610;2;6;75;4
House;Private room;;;0;24;1;1;2;Strict;;50;;110;3265;900;0;0;75;
House;Private room;102;1;4;2;1;1;2;Moderate;;35;;215;6020;600;1;4;75;4
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;;;;650;19292;4550;4;8;75;
House;Shared room;43;1;14;17;1;2;9;Moderate;300;30;50;40;900;280;2;10;19;4
Condominium;Entire home/apt;219;0;7;18;1;1;2;Moderate;200;100;;195;4500;1295;4;43;75;4
House;Private room;73;1;5;2;1;1;2;Flexible;;35;10;55;1540;385;1;6;58;4
House;Entire home/apt;175;1;5;4;2;1;4;Strict;100;100;;150;4200;1050;2;36;25;3
Apartment;Entire home/apt;116;1;37;29;1;1;3;Strict;;20;10;75;2199;799;1;20;27;4
Apartment;Entire home/apt;;;0;0;0;1;2;Strict;;75;;160;4480;1120;4;4;75;
Apartment;Entire home/apt;;;0;3;0;1;2;Strict;500;100;;150;1931;1050;2;;45;4
Apartment;Entire home/apt;190;1;38;28;1;1;4;Moderate;;35;25;204;4500;1214;1;12;75;4
Apartment;Entire home/apt;199;1;22;191;2;1;4;Strict;300;30;;189;5610;1323;1;;75;3
House;Private room;85;0;2;1;1;1;3;Flexible;;;;85;2380;595;1;4;8;4
House;Entire home/apt;;;0;1;2;1;5;Strict;500;150;;600;16800;4200;5;12;75;4
House;Entire home/apt;524;0;8;4;3;3;7;Strict;3000;200;;410;11480;2870;2;24;32;4
Apartment;Private room;;;0;;1;1;2;Moderate;;;;79;2354;499;3;;53;
House;Private room;;;0;3;1;4;2;Moderate;;40;;115;3220;805;1;6;75;4
House;Shared room;59;0;1;0;1;1;1;Moderate;500;20;;42;1176;294;2;1;28;
House;Private room;;;0;0;1;1;2;Flexible;;;;99;2772;693;1;3;58;
Apartment;Private room;110;0;10;9;1;2;2;Flexible;200;20;;79;2212;553;2;9;75;4
Apartment;Entire home/apt;245;0;4;0;1;1;2;Moderate;200;50;;230;4000;1100;2;6;75;
Apartment;Entire home/apt;222;1;24;40;1;1;2;Flexible;300;30;;220;6160;1400;3;6;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;79;2212;553;1;9;8;
Apartment;Entire home/apt;;;0;0;1;1;4;Moderate;;80;50;220;4558;1250;2;0;75;
House;Entire home/apt;163;0;1;;2;2;5;Strict;1000;180;;150;4240;1050;14;;40;
Apartment;Entire home/apt;72;1;3;1;1;1;3;Strict;;35;;140;3920;980;2;13;8;4
House;Private room;87;0;14;20;1;1;2;Strict;;5;15;84;2352;588;1;5;53;4
House;Private room;87;1;1;15;1;1;2;Moderate;;;;85;1175;450;2;17;38;4
Apartment;Entire home/apt;;;0;1;1;1;4;Strict;300;50;35;90;2000;560;10;9;8;4
House;Entire home/apt;;;0;0;3;2;8;Flexible;1800;;;720;20160;5040;1;1;90;
Loft;Entire home/apt;;;0;3;2;2;5;Strict;500;85;50;399;11172;2793;3;11;75;4
House;Entire home/apt;323;1;27;18;2;1;7;Moderate;400;120;25;300;8400;2100;2;55;75;4
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;400;100;;200;5936;1300;1;0;75;
Apartment;Entire home/apt;;;0;0;2;1;5;Strict;;;;395;5936;2650;7;0;75;
Condominium;Private room;100;1;55;32;1;1;2;Moderate;95;19;25;110;3080;770;2;17;75;4
Apartment;Entire home/apt;191;1;72;209;1;1;4;Strict;500;90;15;190;5320;1250;3;16;75;4
House;Entire home/apt;313;1;4;15;2;1;4;Strict;500;100;;307;6500;1895;5;29;44;4
House;Private room;77;1;2;0;1;1;1;Moderate;;;;80;1800;400;6;7;75;
House;Private room;;;0;0;1;1;2;Flexible;;;;700;19600;4900;1;3;68;
Apartment;Entire home/apt;96;1;8;6;1;1;2;Moderate;;40;;89;2380;600;1;5;75;4
House;Entire home/apt;;;0;1;3;2;4;Strict;500;100;;200;4240;1200;5;0;8;
Bungalow;Private room;;;0;0;1;1;2;Flexible;;;;400;11200;2800;1;8;44;
Apartment;Private room;;;0;6;1;2;3;Flexible;100;50;;79;2354;0;2;0;75;2
Apartment;Entire home/apt;275;1;7;39;1;;2;Moderate;200;70;20;285;7980;1995;2;14;75;4
Apartment;Entire home/apt;223;1;1;1;1;1;2;Strict;;115;;200;5600;900;3;4;75;4
House;Entire home/apt;;;0;0;7;6;15;Flexible;;300;50;800;12720;5000;1;0;8;
Cabin;Entire home/apt;;;0;4;1;1;1;Strict;;75;;105;2968;700;2;0;56;4
Apartment;Private room;;;0;73;1;2;8;Moderate;750;95;40;250;6148;1500;0;0;75;4
House;Private room;;;0;0;1;2;2;Flexible;;;;45;1369;315;1;7;33;
House;Entire home/apt;;;0;0;2;1;6;Flexible;;150;;375;2625;10500;1;15;75;
House;Entire home/apt;359;1;26;25;3;2;10;Strict;250;150;25;399;11172;2793;1;30;75;4
House;Private room;190;0;1;0;1;1;4;Moderate;;;;190;5320;1330;1;6;75;
Apartment;Entire home/apt;;;0;7;1;1;2;Flexible;;;10;75;2239;525;3;;53;3
House;Private room;47;0;9;5;1;1;2;Strict;200;20;;45;1260;315;1;24;62;4
Apartment;Entire home/apt;204;1;5;4;1;1;4;Strict;500;49;15;170;4760;1190;1;24;75;4
House;Private room;72;1;36;44;1;1;1;Flexible;;;;69;1932;483;1;6;12;4
Apartment;Entire home/apt;93;0;14;4;1;1;2;Flexible;;25;;99;2772;693;2;11;75;4
Apartment;Entire home/apt;117;0;1;3;0;1;2;Moderate;400;85;;100;2800;700;2;16;45;2
Apartment;Entire home/apt;;;0;14;2;1;4;Strict;1000;80;;250;6000;1500;3;46;75;3
Apartment;Entire home/apt;185;1;29;141;1;1;2;Moderate;100;55;;165;4664;1155;2;20;75;3
House;Entire home/apt;;;0;20;2;3;4;Moderate;750;65;;288;8548;2016;1;;47;4
Apartment;Entire home/apt;245;1;5;27;1;1;2;Moderate;;70;;250;7000;1500;10;25;75;4
Apartment;Entire home/apt;;;0;24;1;1;2;Strict;100;40;;120;3562;0;2;0;75;4
Apartment;Private room;137;1;96;271;1;1;2;Moderate;;30;;130;2600;800;1;25;75;4
House;Private room;;;0;2;1;1;1;Moderate;;75;;100;2968;700;4;14;75;4
Apartment;Private room;100;0;1;1;1;1;2;Flexible;;;;100;2800;700;1;9;30;4
House;Private room;;;0;16;1;0;3;Flexible;;;;1750;1879;0;1;0;84;4
Apartment;Entire home/apt;410;0;4;6;2;2;4;Strict;;45;;599;16772;4193;3;15;75;3
Apartment;Private room;118;1;8;6;1;1;2;Strict;300;40;40;80;2240;560;2;10;75;4
Apartment;Private room;75;1;44;30;1;1;2;Moderate;;;;79;2212;553;1;3;44;4
Apartment;Entire home/apt;175;1;22;0;0;1;2;Moderate;;45;;195;5460;1365;1;14;75;
Apartment;Shared room;;;0;0;1;1;2;Flexible;;;;69;;;1;3;75;
House;Entire home/apt;209;0;25;28;1;1;3;Moderate;;75;;195;5460;1365;3;18;38;4
Apartment;Entire home/apt;134;1;3;3;1;1;3;Strict;250;45;;120;3360;840;3;13;75;4
Apartment;Entire home/apt;170;1;19;19;0;1;2;Moderate;;30;;160;4480;1120;2;9;75;4
House;Entire home/apt;109;1;2;2;1;1;2;Flexible;;;;109;3052;763;3;5;1;3
House;Private room;71;1;16;20;1;1;2;Flexible;;;;89;2492;623;1;14;72;4
House;Private room;61;0;1;0;1;1;2;Moderate;95;10;;58;1749;406;1;10;30;
House;Private room;119;1;16;24;1;1;2;Moderate;;40;;97;2716;679;1;20;75;4
House;Entire home/apt;;;0;1;2;;4;Flexible;;;;275;7700;1925;7;6;7;4
Apartment;Entire home/apt;;;0;0;2;1;3;Strict;300;80;;140;3920;1400;7;8;75;
House;Private room;80;0;4;3;1;2;2;Strict;;35;;79;2212;553;1;14;75;3
Condominium;Entire home/apt;169;1;14;6;2;1;5;Strict;200;95;;159;2995;955;1;10;8;4
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;;;100;2000;500;1;4;53;
Apartment;Entire home/apt;;;0;0;2;1;5;Flexible;;;;400;11200;2800;3;12;75;
House;Shared room;41;0;6;4;1;1;1;Moderate;;10;;34;952;238;1;8;30;4
Apartment;Entire home/apt;177;1;4;2;1;1;2;Strict;100;;;175;2895;775;3;8;53;3
Apartment;Private room;91;1;7;12;1;1;1;Moderate;;7;;90;1500;450;2;2;75;3
House;Private room;82;0;2;3;1;1;2;Moderate;;35;;75;2100;525;1;7;41;4
House;Entire home/apt;311;1;3;1;3;3;5;Strict;500;125;;169;4732;1183;5;6;79;2
House;Entire home/apt;387;1;77;192;2;1;4;Strict;;50;;350;9800;2450;1;16;75;4
House;Entire home/apt;235;1;3;4;2;2;4;Strict;500;90;;230;4830;1610;5;17;75;4
Apartment;Entire home/apt;;;0;1;1;1;2;Strict;;65;;150;4200;1050;3;9;75;
Apartment;Entire home/apt;;;0;0;2;1;2;Flexible;;150;;300;8400;2100;2;4;68;
Apartment;Private room;;;0;1;1;1;1;Flexible;115;20;;85;1724;700;1;0;75;
Apartment;Private room;110;0;1;0;1;1;2;Moderate;;;;110;3265;700;2;6;75;
House;Entire home/apt;;;0;0;3;3;7;Flexible;675;150;;675;18900;4725;2;13;44;
Apartment;Entire home/apt;323;0;11;24;1;1;4;Strict;300;65;;305;6800;2150;3;19;32;4
House;Private room;135;0;18;41;1;1;2;Flexible;;;;135;3780;850;1;2;7;4
Apartment;Entire home/apt;;;0;1;2;2;6;Moderate;500;120;;350;9800;2450;2;15;75;4
House;Private room;125;0;35;75;1;1;2;Moderate;;;;139;3892;973;1;11;7;4
House;Private room;49;1;14;15;1;1;1;Flexible;;15;;45;1260;300;1;6;8;4
House;Entire home/apt;230;1;37;27;1;1;3;Strict;150;85;;238;4900;1390;1;21;5;4
House;Private room;;;0;43;1;1;2;Flexible;125;50;;125;3500;750;2;12;75;3
Apartment;Private room;;;0;0;1;1;2;Flexible;750;250;;79;2212;553;15;5;8;
Apartment;Entire home/apt;;;0;2;0;1;2;Moderate;;;;100;2968;700;5;11;6;
Apartment;Entire home/apt;174;1;10;35;1;1;2;Strict;250;60;;145;4000;1335;3;26;75;4
Apartment;Private room;108;0;12;6;1;1;1;Flexible;;;;110;3080;770;1;3;68;2
House;Entire home/apt;900;1;1;0;4;4;5;Flexible;;;;900;25200;6300;1;3;75;
Apartment;Entire home/apt;418;1;22;6;2;2;4;Strict;;100;20;400;2800;7000;3;17;75;4
Townhouse;Shared room;36;1;21;13;1;1;1;Strict;;;;50;1400;350;2;31;53;4
House;Private room;;;0;0;1;1;2;Flexible;;;;59;1620;450;0;0;75;
House;Private room;;;0;;1;1;2;Flexible;;;;59;1778;413;1;;61;
House;Private room;97;0;3;0;1;1;2;Strict;1000;100;;78;2184;500;1;25;53;
Apartment;Private room;;;0;1;1;1;2;Flexible;;;;120;3360;840;1;6;44;4
Apartment;Entire home/apt;125;0;3;0;1;1;2;Flexible;;;;125;3500;875;1;12;75;
House;Private room;85;1;38;61;1;1;2;Moderate;100;;;85;2380;550;3;12;8;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;70;200;5600;1400;1;8;75;
Apartment;Entire home/apt;105;1;1;0;0;1;2;Flexible;500;100;;80;2400;560;2;9;75;
House;Private room;46;1;2;0;1;1;2;Flexible;;75;;40;1120;280;4;6;53;
Apartment;Private room;49;1;13;6;1;1;1;Flexible;;20;;45;1260;315;1;2;69;4
House;Private room;44;1;33;13;1;1;3;Moderate;;8;10;45;1260;315;7;6;33;4
Apartment;Entire home/apt;149;0;2;1;2;1;4;Flexible;;85;;135;3780;945;3;11;28;
Townhouse;Private room;66;1;23;25;1;1;2;Moderate;300;25;25;84;2352;588;6;14;75;4
Apartment;Private room;91;1;154;133;1;1;2;Moderate;100;19;;75;2100;525;1;33;75;3
Apartment;Entire home/apt;;;0;17;0;1;4;Strict;200;65;;124;3472;868;1;27;75;2
Apartment;Entire home/apt;126;0;7;0;0;1;5;Strict;200;43;25;90;2520;630;1;3;75;
House;Private room;63;1;33;16;1;2;2;Moderate;;19;7;79;2212;297;1;25;53;3
House;Shared room;32;0;1;0;1;1;1;Moderate;95;10;;29;898;203;1;17;30;
Condominium;Entire home/apt;225;0;0;4;1;1;2;Strict;;100;;205;6084;1435;2;13;75;1
House;Private room;73;1;3;;1;1;2;Flexible;300;;;65;1609;420;7;;33;
Apartment;Private room;89;1;5;5;1;1;2;Flexible;;40;;90;2520;630;5;17;75;4
Apartment;Entire home/apt;287;1;3;3;4;3;8;Strict;200;90;;270;8700;1700;3;24;75;4
Apartment;Entire home/apt;191;1;9;4;2;1;3;Flexible;500;100;;120;3360;1200;1;7;75;4
"Bed &amp; Breakfast";Shared room;;;0;0;1;2;1;Flexible;;;;1900;56392;13300;1;1;75;
Apartment;Private room;165;0;12;27;1;1;2;Moderate;200;35;35;122;3416;650;2;8;75;4
Apartment;Private room;;;0;8;1;1;2;Moderate;;;15;75;2239;0;2;0;75;4
House;Entire home/apt;126;1;29;12;2;1;4;Strict;200;150;;120;3360;840;2;8;53;3
House;Private room;96;1;50;64;1;1;2;Moderate;;25;;89;2300;575;2;22;45;4
House;Private room;96;1;12;27;1;2;2;Moderate;;10;;89;2642;623;2;10;57;4
Condominium;Entire home/apt;;;0;2;3;1;6;Moderate;100;75;;127;3556;889;2;15;;3
Apartment;Private room;55;0;1;0;1;1;1;Moderate;100;30;;65;1820;455;1;5;75;
Apartment;Private room;;;0;;1;1;2;Moderate;500;15;35;70;2095;490;1;;75;
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;350;9800;2450;2;6;75;
Apartment;Private room;105;1;13;7;1;1;2;Flexible;;25;;110;3080;770;1;6;75;3
House;Private room;77;1;13;36;1;1;2;Moderate;;35;;75;1200;400;2;24;57;4
House;Entire home/apt;;;0;;1;1;2;Moderate;;;;95;2820;665;2;;53;
Apartment;Entire home/apt;317;0;11;6;3;1;6;Flexible;;100;;300;8400;1900;5;9;75;4
Apartment;Private room;104;1;31;29;1;2;2;Moderate;100;30;10;100;2800;700;3;24;75;4
House;Private room;161;1;27;2;1;2;2;Flexible;;65;;155;4340;1085;2;29;75;4
House;Shared room;43;0;6;13;1;3;4;Flexible;100;10;35;49;1200;343;1;6;30;4
Apartment;Private room;84;0;4;0;1;1;2;Strict;100;30;10;75;2100;525;1;19;53;
Apartment;Entire home/apt;327;1;44;66;2;2;4;Strict;200;110;;245;6860;1715;3;15;75;4
Apartment;Private room;196;0;3;0;1;2;1;Flexible;;30;;190;3180;850;1;5;75;
Apartment;Entire home/apt;;;0;32;1;1;3;Moderate;;50;35;195;5460;1365;2;24;75;4
Apartment;Entire home/apt;;;0;1;1;1;3;Strict;;65;35;239;7094;0;3;0;75;
Apartment;Entire home/apt;;;0;0;0;1;2;Flexible;;;;400;11200;2800;2;10;92;
House;Entire home/apt;146;1;6;5;2;2;5;Strict;;50;;130;3640;726;3;8;8;4
House;Entire home/apt;97;1;3;0;0;1;2;Flexible;500;135;;80;2240;560;14;10;57;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;499;13972;3493;2;5;75;
Apartment;Private room;165;1;1;6;1;1;2;Strict;;;20;160;3392;1120;1;4;75;4
Apartment;Entire home/apt;449;0;1;25;4;2;7;Strict;;100;;349;9772;2699;4;22;75;3
Loft;Entire home/apt;;;0;0;1;1;2;Flexible;;;;129;3829;0;1;0;53;
Apartment;Private room;105;0;9;2;1;1;4;Flexible;;;10;92;2731;542;1;8;8;
House;Entire home/apt;517;0;9;3;2;1;6;Strict;500;175;25;475;7950;3075;2;14;7;4
Apartment;Entire home/apt;;;0;1;0;1;2;Moderate;100;50;;28;868;0;0;0;68;
Apartment;Entire home/apt;250;0;2;1;2;3;2;Flexible;;;;250;7420;1750;1;1;75;
House;Entire home/apt;;;0;0;1;1;2;Strict;2000;200;;139;3892;973;25;5;44;
House;Entire home/apt;;;0;0;3;2;6;;;125;;275;7700;1925;4;15;35;
Condominium;Private room;105;1;13;15;1;1;2;Flexible;;30;;90;2520;630;1;8;75;4
Apartment;Private room;;;0;;1;1;3;Strict;200;65;30;170;5046;1190;2;;75;
House;Entire home/apt;;;0;0;3;4;6;Flexible;;;;400;9000;2500;5;4;12;
Apartment;Private room;;;0;0;1;2;2;Moderate;;25;;85;2380;595;1;9;75;
Apartment;Private room;;;0;0;1;2;1;Flexible;;;;129;3612;903;14;5;75;
Apartment;Private room;50;1;1;0;1;1;2;Moderate;;;10;50;1100;300;1;1;53;
Apartment;Private room;;;0;;1;0;2;Strict;100;50;;55;1620;370;7;;75;
Apartment;Entire home/apt;250;1;1;0;0;1;2;Flexible;;;;250;7000;1750;1;6;75;
House;Entire home/apt;179;0;2;1;3;3;6;Flexible;500;100;;175;2800;1050;6;12;16;4
House;Entire home/apt;180;1;2;3;3;2;5;Strict;300;150;;175;3500;1250;6;35;8;4
